wordid,lemma,synsetid,senseid,pos,lexdomainid,definition,lastmodifier,sumo
53332,zaire ilog,109481285,54229,n,0,ilog sa silangang asya na lumitaw sa hilaga korea at dumadaloy patungo sa baya Korea,1,River
54004,Zambezi,109481285,54230,n,0,ilog sa silangang asya na lumitaw sa hilaga korea at dumadaloy patungo sa baya Korea,1,River
53333,connecticut,109252273,52620,n,0,isang ilog sa hilagang-silangang ng Estados Unidos,1,River
53334,connecticut ilog,109252273,52621,n,0,isang ilog sa hilagang-silangang ng Estados Unidos,1,River
53335,tagaplano,110438172,52622,n,0,tao na gumagawa ng mga plano,1,agent
53336,coosa,109255921,52623,n,0,ilog na lumitaw sa hilagang-kanluran Georgia at dumadaloy sa timog-kanluran ng silangang Alabama para sumali kay Tallapoosa ilog,1,River
53337,coosa ilog,109255921,52624,n,0,ilog na lumitaw sa hilagang-kanluran Georgia at dumadaloy sa timog-kanluran ng silangang Alabama para sumali kay Tallapoosa ilog,1,River
53338,crocodile ilog,109339512,52625,n,0,isang Aprikan ilog na dumadaloy patungo sa Karagatang Indyo,1,River
53339,limpopo,109339512,52626,n,0,isang Aprikan ilog na dumadaloy patungo sa Karagatang Indyo,1,River
53339,limpopo,108755361,53450,n,0,isang ilog sa Aprika,1,None
53340,cumberland,109261138,52627,n,0,ilog na lumitaw sa timog-silangan Kentucky at dumadaloy pakanluran sa hilagang Tennessee,1,River
53341,cumberland ilog,109261138,52628,n,0,ilog na lumitaw sa timog-silangan Kentucky at dumadaloy pakanluran sa hilagang Tennessee,1,River
53340,cumberland,110917164,58594,n,0,Ingles na heneral at anak ni George II,1,Human
58329,Butcher Cumberland,110917164,58593,n,0,Ingles na heneral at anak ni George II,1,Human
58330,Duke of Cumberland,110917164,58595,n,0,Ingles na heneral at anak ni George II,1,Human
58331,William Augustus,110917164,58596,n,0,Ingles na heneral at anak ni George II,1,Human
53342,danau,109263087,52629,n,0,ikalawa sa pinakamahabang ilog sa European (sumunod kay Volga),1,River
53343,danube,109263087,52630,n,0,ikalawa sa pinakamahabang ilog sa European (sumunod kay Volga),1,River
53344,danube ilog,109263087,52631,n,0,ikalawa sa pinakamahabang ilog sa European (sumunod kay Volga),1,River
53345,darling,109263479,52632,n,0,isang Australya ilog; tributaryo ng Murray ilog,1,FreshWaterArea
53346,darling ilog,109263479,52633,n,0,isang Australya ilog; tributaryo ng Murray ilog,1,FreshWaterArea
53347,delaware,109264116,52634,n,0,ilog na lumitaw sa Catskills sa timog-silangang new york at dumadaloy patimog,1,River
53348,delaware ilog,109264116,52635,n,0,ilog na lumitaw sa Catskills sa timog-silangang new york at dumadaloy patimog,1,River
53349,disenyo tsuper,110007511,52636,n,0,isang tao nakadisenyo hindi unimon para magmaneho pauwe,1,SocialRole
53350,detroit ilog,109266052,52637,n,0,isang maikling ilog umaagos mula sa lake St claire hanggang lake erie,1,River
53351,driver,106574473,52638,n,0,(kompyuter siyensiya) isang programa na tumutukoy kung paano makipag-usap sa isang paligid aparato,1,ComputerProgram
53352,dnieper,109268236,52639,n,0,ilog sa lumilitaw sa rusya malapit sa Smolensk at umagos patimog sa sa pamamagitan ng Belarus at Ukraine,1,River
53353,dnieper ilog,109268236,52640,n,0,ilog sa lumilitaw sa rusya malapit sa Smolensk at umagos patimog sa sa pamamagitan ng Belarus at Ukraine,1,River
53354,don,109268778,52641,n,0,"ilog na taga-europe sa timog-kanluran rusya, dumadaloy patungo sa dagat ng azov",1,River
53355,don ilog,109268778,52642,n,0,"ilog na taga-europe sa timog-kanluran rusya, dumadaloy patungo sa dagat ng azov",1,River
53354,don,109508975,54980,n,0,Keltikong diyosa; ina ni Gwydion at Arianrhod; tumutugma kay Irish Danu,1,CognitiveAgent
53356,pababa,400097231,52643,r,0,lumayo mula sa source,1,PositionalAttribute
53358,east ilog,109123387,52645,n,0,isang ilog naghiwalay ng manhattan at bronx sa queens at brooklyn,1,StreamWaterArea
53359,ebro,109271415,52646,n,0,isang ilog sa hilagang-silangang ng espanya dumadaloy patungo Mediterranean,1,River
53360,ebro ilog,109271415,52647,n,0,isang ilog sa hilagang-silangang ng espanya dumadaloy patungo Mediterranean,1,River
53361,elbe,109271558,52648,n,0,ilog sa sentral europe na lumitaw sa hilagang-kanluran Czechoslovakia at dumadaloy pahilaga sa pamamagitan ng alemanya,1,River
53362,elbe ilog,109271558,52649,n,0,ilog sa sentral europe na lumitaw sa hilagang-kanluran Czechoslovakia at dumadaloy pahilaga sa pamamagitan ng alemanya,1,River
53363,elizabeth ilog,109272595,52650,n,0,isang maikling ilog sa timog-silangang virginia dumadaloy sa pagitan ng norfolk at portsmouth patungo sa hampton roads,1,River
53364,euphrates,109274739,52651,n,0,isang ilog sa timog-silangang asya dumadaloy patungo sa persian golpo,1,River
53365,euphrates ilog,109274739,52652,n,0,isang ilog sa timog-silangang asya dumadaloy patungo sa persian golpo,1,River
53366,flint,109281545,52653,n,0,isang ilog sa kanlurang georgia na dumadaloy patimog para sumali kay Chattahoochee ilog,1,River
53367,flint ilog,109281545,52654,n,0,isang ilog sa kanlurang georgia na dumadaloy patimog para sumali kay Chattahoochee ilog,1,River
53368,forth,109284433,52655,n,0,isang ilog sa katimogan scotland na dumadaloy pasilangan sq firth ng forth,1,River
53369,forth ilog,109284433,52656,n,0,isang ilog sa katimogan scotland na dumadaloy pasilangan sq firth ng forth,1,River
53370,fox ilog,109285128,52657,n,0,isang ilog sa wisconsin na dumadaloy patungo sa dagat-dagatan michigan,1,River
53371,ganges,109286630,52658,n,0,isang asyano ilog lumilitaw sa himalayas at dumadaloy patungo sa look ng bengal,1,River
53372,ganges ilog,109286630,52659,n,0,isang asyano ilog lumilitaw sa himalayas at dumadaloy patungo sa look ng bengal,1,River
53373,garonne,109287124,52660,n,0,isang ilog na lumitaw sa pyrenees at dumadaloy pahilagang-kanluran sa look ng biscay,1,River
53374,garonne ilog,109287124,52661,n,0,isang ilog na lumitaw sa pyrenees at dumadaloy pahilagang-kanluran sa look ng biscay,1,River
53375,gila,109288946,52662,n,0,ilog na lumitaw sa kanlurang New Mehiko at dumadaloy pakanluran sa pamamagitan ng timog arizona,1,River
53376,gila ilog,109288946,52663,n,0,ilog na lumitaw sa kanlurang New Mehiko at dumadaloy pakanluran sa pamamagitan ng timog arizona,1,River
53377,grand ilog,109291185,52664,n,0,ilog na nasa latimogang Michigan dumadaloy pahilagan-kanluran patungo sa dagat-dagatan michigan,1,River
53378,green,109294066,52665,n,0,ilog na lumitaw sa kanlurang Wyoming at dumadaloy patimogan patungo sa Utah,1,River
53379,green ilog,109294066,52666,n,0,ilog na lumitaw sa kanlurang Wyoming at dumadaloy patimogan patungo sa Utah,1,River
53380,harlem ilog,109123538,52667,n,0,isang ilog na hiniwalay ang manhattan sa bronx,1,StreamWaterArea
53381,housatonic,109306031,52668,n,0,ilog na lumitaw sa kanlurang massachusetts at dumadaloy patimog sa pamamagitan ng Connecticut patungo sa long island sound,1,River
53382,housatonic ilog,109306031,52669,n,0,ilog na lumitaw sa kanlurang massachusetts at dumadaloy patimog sa pamamagitan ng Connecticut patungo sa long island sound,1,River
53383,hudson,109306840,52670,n,0,ilog na new york dumadaloy patimogan patungo sa new york bay,1,River
53384,hudson ilog,109306840,52671,n,0,ilog na new york dumadaloy patimogan patungo sa new york bay,1,River
53383,hudson,111064330,61145,n,18,Ingles na naturalista (ipinanganak sa Arhentina) (1841-1922),1,Human
60562,w. h. hudson,111064330,61146,n,18,Ingles na naturalista (ipinanganak sa Arhentina) (1841-1922),1,Human
60563,william henry hudson,111064330,61147,n,18,Ingles na naturalista (ipinanganak sa Arhentina) (1841-1922),1,Human
53383,hudson,111064106,61149,n,18,Ingles nabigador na nakatuklas ng Ilog Hudson (1565-1611),1,Human
60564,henry hudson,111064106,61148,n,18,Ingles nabigador na nakatuklas ng Ilog Hudson (1565-1611),1,Human
53385,ijssel,109309666,52672,n,0,ilog sa sentral ng netherland umagos pahilaga patungo sa Ijsselmeer,1,River
53386,ijssel ilog,109309666,52673,n,0,ilog sa sentral ng netherland umagos pahilaga patungo sa Ijsselmeer,1,River
53387,indigirka,109311710,52674,n,0,ilog na malayo sa silangan Silberia at dumadaloy pahilaga patungo sa dagat arctic,1,River
53388,indigirka ilog,109311710,52675,n,0,ilog na malayo sa silangan Silberia at dumadaloy pahilaga patungo sa dagat arctic,1,River
53390,irrawaddy,109315870,52678,n,0,isang mahalagang ilog sa Myanmar na lumitaw sa hilaga at dumadaloy patimog sa burma,1,River
53391,irrawaddy ilog,109315870,52679,n,0,isang mahalagang ilog sa Myanmar na lumitaw sa hilaga at dumadaloy patimog sa burma,1,River
53392,irtish,109316066,52680,n,0,isang asya ilog na lumitaw sa bundok altai sa hilagang tsina at dumadaloy pahilagang-kanluran,1,River
53393,irtish ilog,109316066,52681,n,0,isang asya ilog na lumitaw sa bundok altai sa hilagang tsina at dumadaloy pahilagang-kanluran,1,River
53394,irtysh,109316066,52682,n,0,isang asya ilog na lumitaw sa bundok altai sa hilagang tsina at dumadaloy pahilagang-kanluran,1,River
53395,irtysh ilog,109316066,52683,n,0,isang asya ilog na lumitaw sa bundok altai sa hilagang tsina at dumadaloy pahilagang-kanluran,1,River
53396,isere,109316312,52684,n,0,"isang ilog sa timog-silangan ng pranses, tributaryo ng ilog rhone",1,River
53397,isere ilog,109316312,52685,n,0,"isang ilog sa timog-silangan ng pranses, tributaryo ng ilog rhone",1,River
53398,james,109320985,52686,n,0,ilog na lumitaw sa hilaga dakota at dumadaloy patungo timog ng dakota sa missouri,1,River
53399,james ilog,109320985,52687,n,0,ilog na lumitaw sa hilaga dakota at dumadaloy patungo timog ng dakota sa missouri,1,River
53398,james,109321180,52688,n,0,isang ilog sa virginia na dumadaloy sa silangan patungo sa Chesapeake Bay at Hampton Roads,1,River
53399,james ilog,109321180,52689,n,0,isang ilog sa virginia na dumadaloy sa silangan patungo sa Chesapeake Bay at Hampton Roads,1,River
53398,james,111079252,55417,n,0,manunulat naipinanganak sa Estados Unidos ngunit na nirahan sa Inglatera (1843-1916),1,Human
55636,henry james,111079252,55416,n,0,manunulat naipinanganak sa Estados Unidos ngunit na nirahan sa Inglatera (1843-1916),1,Human
53398,james,106446711,57091,n,0,isang libro sa bagong tipan na naiugnay kay Santo James,1,Text
57122,Kalatas ni James,106446711,57090,n,0,isang libro sa bagong tipan na naiugnay kay Santo James,1,Text
59144,Sulat ni James,106446711,59490,n,0,isang libro sa bagong tipan na naiugnay kay Santo James,1,Text
53398,james,111078982,57092,n,0,disipulo ni Hesus; kapatid ni John ; may-akda ng Sulat ni Santiago sa Bagong Tipan,1,Human
56794,st. james,111078982,56680,n,0,disipulo ni Hesus; kapatid ni John ; may-akda ng Sulat ni Santiago sa Bagong Tipan,1,Human
57123,Santo James,111078982,57093,n,0,disipulo ni Hesus; kapatid ni John ; may-akda ng Sulat ni Santiago sa Bagong Tipan,1,Human
53398,james,111080351,57094,n,0,haring Stuart ng Scotland na nagpakasal sa anak na babae ni Henry VII,1,Human
57124,James IV,111080351,57095,n,0,haring Stuart ng Scotland na nagpakasal sa anak na babae ni Henry VII,1,Human
53398,james,111080174,57096,n,0,ang huling Stuart na naging hari ng Inglatera at Ireland at Scotland,1,Human
57125,James II,111080174,57097,n,0,ang huling Stuart na naging hari ng Inglatera at Ireland at Scotland,1,Human
53398,james,111079802,57098,n,0,ang unang Stuart na hari ng Inglatera at Ireland mula 1603 hanggang 1625 at hari ng Scotland mula 1567 hanggang 1625,1,Human
57126,James I,111079802,57099,n,0,ang unang Stuart na hari ng Inglatera at Ireland mula 1603 hanggang 1625 at hari ng Scotland mula 1567 hanggang 1625,1,Human
53398,james,111079392,60802,n,0,pyschologist sa Estados Unidos at isang praktikong pilosopo,1,Human
60304,William James,111079392,60803,n,0,pyschologist sa Estados Unidos at isang praktikong pilosopo,1,Human
53400,jordan,109321901,52690,n,0,isang ilog sa Palestine,1,River
53401,jordan ilog,109321901,52691,n,0,isang ilog sa Palestine,1,River
53402,gan jiang,109286843,52692,n,0,isang ilog sa timog-silangan Tsina na dumadaloy sa hilaga patungo sa Chang Jiang,1,River
53403,kan ilog,109286843,52693,n,0,isang ilog sa timog-silangan Tsina na dumadaloy sa hilaga patungo sa Chang Jiang,1,River
53404,kanawha,109323085,52694,n,0,tributaryo ng ilog Ohio sa kanluran Virgina,1,River
53405,kanawha ilog,109323085,52695,n,0,tributaryo ng ilog Ohio sa kanluran Virgina,1,River
53406,kasai,109324474,52696,n,0,isang liog sa timog-kanluran Aprika na lumitaw sa sentral Angola at dumadaloy pasilangan tapos pahilaga,1,River
53407,kasai ilog,109324474,52697,n,0,isang liog sa timog-kanluran Aprika na lumitaw sa sentral Angola at dumadaloy pasilangan tapos pahilaga,1,River
53408,ilog kasai,109324474,52698,n,0,isang liog sa timog-kanluran Aprika na lumitaw sa sentral Angola at dumadaloy pasilangan tapos pahilaga,1,River
53409,kissimmee,109326139,52699,n,0,ilog sa sentral Florida na dumadaloy patimog patungo sa dagat-dagatan okeechobee,1,River
53410,kissimmee ilog,109326139,52700,n,0,ilog sa sentral Florida na dumadaloy patimog patungo sa dagat-dagatan okeechobee,1,River
53411,klamath,109326467,52701,n,0,ilog na dumadaloy patimog-kanluran mula oregon sa pamamagitan ng hilagang California hanggang sa Karagatang Pasipiko,1,River
53412,klamath ilog,109326467,52702,n,0,ilog na dumadaloy patimog-kanluran mula oregon sa pamamagitan ng hilagang California hanggang sa Karagatang Pasipiko,1,River
53413,kura,109328148,52703,n,0,ilog sa kanluran asya lumitaw sa hilagang-silangang ng turkey at dumadaloy patungo sa dagat ng kaspiy,1,River
53414,kura ilog,109328148,52704,n,0,ilog sa kanluran asya lumitaw sa hilagang-silangang ng turkey at dumadaloy patungo sa dagat ng kaspiy,1,River
53415,lehigh ilog,109337531,52705,n,0,ilog sa silangang Pennsylvania na dumadaloy patimog-silangan patungo sa ilog delaware,1,River
53416,lena,109337686,52706,n,0,isang ilog ng rusiya sa siberia dumadaloy pahilaga patungo sa dagat laptev,1,River
53417,lena ilog,109337686,52707,n,0,isang ilog ng rusiya sa siberia dumadaloy pahilaga patungo sa dagat laptev,1,River
53418,little bighorn,109340203,52708,n,0,ilog na dumadaloy mula sa hilaga ng Wyoming patungo sa ilog ng Bighorn sa timog montana,1,River
53419,little bighorn ilog,109340203,52709,n,0,ilog na dumadaloy mula sa hilaga ng Wyoming patungo sa ilog ng Bighorn sa timog montana,1,River
53420,little horn,109340203,52710,n,0,ilog na dumadaloy mula sa hilaga ng Wyoming patungo sa ilog ng Bighorn sa timog montana,1,River
53421,little sioux ilog,109340935,52711,n,0,ilog na lumilitaw sa timog-kanlurang Minnesota at dumadaloy patimog-kanluran patungo sa ilog Missouri ng kanluran lowa,1,River
53422,little wabash,109341145,52712,n,0,isang ilog sa silangan Illinois na dumadaloy patimog-silangan patungo sa ilog wabash,1,River
53423,little wabash ilog,109341145,52713,n,0,isang ilog sa silangan Illinois na dumadaloy patimog-silangan patungo sa ilog wabash,1,River
53424,loire,109342937,52714,n,0,pinakamahabang ilog sa prases,1,River
53425,loire ilog,109342937,52715,n,0,pinakamahabang ilog sa prases,1,River
53426,mackenzie,109344863,52716,n,0,isang canadian ilog na dumadaloy patungo sa dagat Beaufort,1,River
53427,mackenzie ilog,109344863,52717,n,0,isang canadian ilog na dumadaloy patungo sa dagat Beaufort,1,River
53428,madeira,109345127,52718,n,0,"isang ilog na nasa Brazil, tributaryo ng Amazon river",1,River
53429,madeira ilog,109345127,52719,n,0,"isang ilog na nasa Brazil, tributaryo ng Amazon river",1,River
53430,magdalena,109345265,52720,n,0,ilog na lumitaw sa bundok Andes sa silangan-kanlurang Colombia at dumadaloy pahilaga patungo sa dagat Caribbean sa Barranquilla,1,River
53431,magdalena ilog,109345265,52721,n,0,ilog na lumitaw sa bundok Andes sa silangan-kanlurang Colombia at dumadaloy pahilaga patungo sa dagat Caribbean sa Barranquilla,1,River
53432,battle of the marne,101271428,52722,n,0,unang laban pangdaigdig sa hilagang-kaluran pranses na kung saan ang allies ay tinalo ang aleman sa 1918,1,Battle
53433,belleau wood,101271428,52723,n,0,unang laban pangdaigdig sa hilagang-kaluran pranses na kung saan ang allies ay tinalo ang aleman sa 1918,1,Battle
53434,chateau-thierry,101271428,52724,n,0,unang laban pangdaigdig sa hilagang-kaluran pranses na kung saan ang allies ay tinalo ang aleman sa 1918,1,Battle
53435,marne ilog,101271428,52725,n,0,unang laban pangdaigdig sa hilagang-kaluran pranses na kung saan ang allies ay tinalo ang aleman sa 1918,1,Battle
53436,mekong,109350524,52726,n,0,isang asya ilog na dumadaloy sa timog ng Byetnam patungo sa dagat ng timog tsina,1,River
53437,mekong ilog,109350524,52727,n,0,isang asya ilog na dumadaloy sa timog ng Byetnam patungo sa dagat ng timog tsina,1,River
53438,merrimack,109351647,52728,n,0,isang ilog na lumitaw sa timog sentral ng New Hampshire at dumadaloy sa Concord at Manchester patungo sa Massachusetts at karagatan Atlantiko,1,River
53439,merrimack ilog,109351647,52729,n,0,isang ilog na lumitaw sa timog sentral ng New Hampshire at dumadaloy sa Concord at Manchester patungo sa Massachusetts at karagatan Atlantiko,1,River
53440,metaurus ilog,101287179,52730,n,0,isng labanan sa panahon ng ikalawang mapanganib Digmaan (207 BC),1,Battle
53441,argonne,101287431,52731,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53442,argonne forest,101287431,52732,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53443,meuse,101287431,52733,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53444,meuse-argonne,101287431,52734,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53445,meuse-argonne operation,101287431,52735,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53446,meuse ilog,101287431,52736,n,0,isang operasyon sa Amerika noon unang laban pangdaigdig (1918),1,Battle
53443,meuse,109353437,52737,n,0,isang ilog na nasa europe dumadaloy patungo sa hilagang dagat,1,River
53446,meuse ilog,109353437,52738,n,0,isang ilog na nasa europe dumadaloy patungo sa hilagang dagat,1,River
53447,mobile,109356639,52739,n,0,isang ilog sa timog-kanlurang Alabama dumadaloy patungo sa Mobile Bay,1,River
53448,mobile ilog,109356639,52740,n,0,isang ilog sa timog-kanlurang Alabama dumadaloy patungo sa Mobile Bay,1,River
53449,mohawk ilog,109356929,52741,n,0,isang ilog sa sentral new york na dumadaloy patimog-silangang patungon sa ilog Hudson,1,River
53450,monongahela,109357580,52742,n,0,isang ilog na lumitaw sa hilagankanluran virginia at dumadaloy pahilaga patungo sa Pennsylvania,1,River
53451,monongahela ilog,109357580,52743,n,0,isang ilog na lumitaw sa hilagankanluran virginia at dumadaloy pahilaga patungo sa Pennsylvania,1,River
53452,moreau ilog,109359150,52744,n,0,ilog na lumitaw sa kanlurang timog Dakota at dumaloy pasilangan patungo sa ilog Missouri,1,River
53453,murray,109363420,52745,n,0,ilog sa timog-silangan Australya dumadaloy pakanluran at pagkatapos ay tumimog tapos tumungo sa karagatan Indya,1,River
53454,murray ilog,109363420,52746,n,0,ilog sa timog-silangan Australya dumadaloy pakanluran at pagkatapos ay tumimog tapos tumungo sa karagatan Indya,1,River
53453,murray,111197417,53475,n,0,isang British na iskolar na,1,Human
54023,Gilbert Murray,111197417,53476,n,0,isang British na iskolar na,1,Human
53455,murrumbidgee,109363620,52747,n,0,ilog sa timog-silangang Awstralya na dumadaloy pakanluran patungo sa ilog Murray,1,River
53456,murrumbidgee ilog,109363620,52748,n,0,ilog sa timog-silangang Awstralya na dumadaloy pakanluran patungo sa ilog Murray,1,River
53457,namoi,109364778,52749,n,0,ilog sa timog-silangang ng Awstralya na dumadaloy pahilaga parasa magsanib kay ilog Darling,1,River
53458,namoi ilog,109364778,52750,n,0,ilog sa timog-silangang ng Awstralya na dumadaloy pahilaga parasa magsanib kay ilog Darling,1,River
53457,namoi,108778161,53495,n,0,isang ilog sa timog silangang Australia,1,None
54040,ilog Namoi,108778161,53496,n,0,isang ilog sa timog silangang Australia,1,None
53459,,109364954,52751,n,0,ilog sa kaluran ng Taylandiya umagos patungong timog para sumanib kay ilog Ping,1,River
53460,nan ilog,109364954,52752,n,0,ilog sa kaluran ng Taylandiya umagos patungong timog para sumanib kay ilog Ping,1,River
53461,neckar,109367827,52753,n,0,isang ilog sa Alemanya lumitaw sa black forest at dumadaloy pahilaga patungo sa Rhine,1,River
53462,neckar ilog,109367827,52754,n,0,isang ilog sa Alemanya lumitaw sa black forest at dumadaloy pahilaga patungo sa Rhine,1,River
53463,neosho,109368479,52755,n,0,isang ilog na lumitaw sa silangang kansas at dumadaloy patungo sa Oklahoma,1,River
53464,neosho ilog,109368479,52756,n,0,isang ilog na lumitaw sa silangang kansas at dumadaloy patungo sa Oklahoma,1,River
53465,neva,109369844,52757,n,0,isang ilog sa hilagang-kanluran ng rusiya dumadaloy patungo sa golpo ng Pinlandiya,1,River
53466,neva ilog,109369844,52758,n,0,isang ilog sa hilagang-kanluran ng rusiya dumadaloy patungo sa golpo ng Pinlandiya,1,River
53467,bagong ilog,109370168,52759,n,0,ilog sa timog-silangan ng estados unidos na dumadaloy mula sa hilaga ng Carolina hanggang sa kanluran ng virginia,1,River
53468,niagara,109370552,52760,n,0,ilog na dumadaloy mula sa dagat-dagatan ng erie patungon sa dagat-dagatan ng Ontario,1,River
53469,niagara ilog,109370552,52761,n,0,ilog na dumadaloy mula sa dagat-dagatan ng erie patungon sa dagat-dagatan ng Ontario,1,River
53471,nile,109371360,52764,n,0,pinkamahabang ilog sa buong daigdig (4150 milya),1,River
53472,nile ilog,109371360,52765,n,0,pinkamahabang ilog sa buong daigdig (4150 milya),1,River
53473,niobrara,109371816,52766,n,0,tributaryo ng ilog Missouri,1,River
53474,niobrara ilog,109371816,52767,n,0,tributaryo ng ilog Missouri,1,River
53475,hinding tsuper,110361194,52768,n,0,tao na hindi isang tsuper,1,hasSkill
53476,north platte,109373716,52769,n,0,ilog na lumitaw sa hilagang colorado at dumadaloy pahilaga para makisanib kay Wyoming,1,River
53477,north platte ilog,109373716,52770,n,0,ilog na lumitaw sa hilagang colorado at dumadaloy pahilaga para makisanib kay Wyoming,1,River
53478,ob,109375891,52771,n,0,isang mahalagang ilog sa kanlurang Siberya na dumadaloy patungo sa golpo ng Ob at dagat Kara,1,River
53479,ob ilog,109375891,52772,n,0,isang mahalagang ilog sa kanlurang Siberya na dumadaloy patungo sa golpo ng Ob at dagat Kara,1,River
53480,oder,109376979,52773,n,0,isang ilog sa Europa na dumadaloy patungo sa dagat Baltic,1,River
53481,oder ilog,109376979,52774,n,0,isang ilog sa Europa na dumadaloy patungo sa dagat Baltic,1,River
53482,orange,109379705,52775,n,0,isang ilog sa timog Aprika na dumadaloy pakanluran patungo sa karagatan Atlantiko,1,River
53483,orange ilog,109379705,52776,n,0,isang ilog sa timog Aprika na dumadaloy pakanluran patungo sa karagatan Atlantiko,1,River
53484,orinoco,109379938,52777,n,0,isang timog Amerikang ilog na may habang 1500 milya dumadaloy patungo sa timog Atlantiko,1,River
53485,orinoco ilog,109379938,52778,n,0,isang timog Amerikang ilog na may habang 1500 milya dumadaloy patungo sa timog Atlantiko,1,River
53486,osage,109380299,52779,n,0,isang ilog sa Missouri na ay tributaryo ng ilog Missouri,1,River
53487,osage ilog,109380299,52780,n,0,isang ilog sa Missouri na ay tributaryo ng ilog Missouri,1,River
53488,ottawa,109380588,52781,n,0,isang ilog sa timog-silangang Kanada na dumadaloy patungo sa ilog St. Lawrence malapit sa Montreal,1,River
53489,ottawa ilog,109380588,52782,n,0,isang ilog sa timog-silangang Kanada na dumadaloy patungo sa ilog St. Lawrence malapit sa Montreal,1,River
53490,outaouais,109380588,52783,n,0,isang ilog sa timog-silangang Kanada na dumadaloy patungo sa ilog St. Lawrence malapit sa Montreal,1,River
53491,ouachita,109380817,52784,n,0,isang ilog na lumitaw sa kanluran Arkansas at dumadaloy patungo sa silangang Louisiana,1,River
53492,ouachita ilog,109380817,52785,n,0,isang ilog na lumitaw sa kanluran Arkansas at dumadaloy patungo sa silangang Louisiana,1,River
53493,ouse,109381048,52786,n,0,isang ilog sa hilagang-silangang Ingland na dumadaloy patimog-silangang para makisanib sa ilog Trent at binuo ang Humber,1,River
53494,ouse ilog,109381048,52787,n,0,isang ilog sa hilagang-silangang Ingland na dumadaloy patimog-silangang para makisanib sa ilog Trent at binuo ang Humber,1,River
53495,magmay-ari,110389760,52788,n,0,isang motorista na nagmamay-ari ng kotseng minamneho niya,1,possesses
53496,para,109384771,52789,n,0,isang ilog sa hilagang Brazil na dumadaloy patungo sa ilog Tocantins,1,River
53497,para ilog,109384771,52790,n,0,isang ilog sa hilagang Brazil na dumadaloy patungo sa ilog Tocantins,1,River
53498,parana,109384921,52791,n,0,"isang ilog sa timog Amerika, tributaryo ng Rio de la Plata",1,River
53499,parana ilog,109384921,52792,n,0,"isang ilog sa timog Amerika, tributaryo ng Rio de la Plata",1,River
53500,pearl ilog,109387880,52793,n,0,isang ilog sa Mississippi na dumadaloy patimog patungo sa golpo ng Mehiko,1,River
53501,pecos,109388121,52794,n,0,isang tributaryo ng Rio Grande na dumadaloy patimog-silangan galing New Mehiko sa pamamagitan ng kanlurang Texas,1,River
53502,pecos ilog,109388121,52795,n,0,isang tributaryo ng Rio Grande na dumadaloy patimog-silangan galing New Mehiko sa pamamagitan ng kanlurang Texas,1,River
53503,pee dee,109388318,52796,n,0,ilog na dumadaloy sa pamagitan ng sentral hilagang carolina at hilagang-silangang timog Carolina patungo sa karagatang Atlantiko,1,River
53504,pee dee ilog,109388318,52797,n,0,ilog na dumadaloy sa pamagitan ng sentral hilagang carolina at hilagang-silangang timog Carolina patungo sa karagatang Atlantiko,1,River
53505,oasis,108506496,52798,n,0,lugar na nagsisilbi ng kaayusan,1,LandArea
53506,obaryo,111678635,52799,n,0,isang organ ma mayroon lamang sa mga babae,1,BodyPart
53508,oben,103862676,52801,n,0,isang aplayans na ginagamit pang beyk,1,CookingOven
53509,hurno,103862676,52802,n,0,isang aplayans na ginagamit pang beyk,1,CookingOven
53510,pugon,103862676,52803,n,0,isang aplayans na ginagamit pang beyk,1,CookingOven
53511,oberpass,103865557,52804,n,0,tulay na ginawa para makatawid sa isang lugar na nasa itaas,1,Artifact
53512,obertaym,115137194,52805,n,0,trabaho na ginawa ng labis sa oras,1,TimeInterval
53513,obertura,107040820,52806,n,0,musika na tinutugtog sa simula ng isang pagtatanghal,1,Music
53514,obesidad,105000342,52807,n,0,mas mataba sa inaasahan,1,BiologicalAttribute
57907,katabaan,105000342,58124,n,0,mas mataba sa inaasahan,1,BiologicalAttribute
53516,obispado,108550966,52809,n,0,lugar na pinamumunuan ng isang obispo,1,GeopoliticalArea
53517,obitwaryo,106748133,52810,n,0,anunsyo ng pagkamatay ng isang tao,1,Disseminating
53518,obligasyon,101129920,52811,n,0,pagkakaroon ng responsibilidad sa isang bagay,1,Obligation
53519,sagutin,101129920,52812,n,0,pagkakaroon ng responsibilidad sa isang bagay,1,Obligation
53520,tungkulin,101129920,52813,n,0,pagkakaroon ng responsibilidad sa isang bagay,1,Obligation
53521,obligatorya,301580968,52814,s,0,pagiging importante,1,NormativeAttribute
53522,oblik,301718867,52815,s,0,takatihaya o tagatagilid,1,PlaneAngleMeasure
53523,obliterasyon,100218208,52816,n,0,pag ubos o pagsira,1,Destruction
53526,obra-de-mano,103485655,52820,n,0,ginawa ng mano-mano,1,Artifact
53527,obra-maestro,100037006,52821,n,0,anumang bagay na napakahusay ang pagkakagawa,1,SubjectiveAssessmentAttribute
53528,obra-pias,101089635,52822,n,0,pagmamahal ng tao sa kapwa,1,UnilateralGiving
